CR1	2658.08954150393	1.60632738783377e-07	2
CR1L	2658.08954150393	1.60632738783377e-07	2
EEF1A1	0	1.60850448491263e-07	2
EEF1A2	0	1.60850448491263e-07	2
ELK1	0	7.26723588502942e-08	25
FCGR1A	971.474103884254	1.60708996666413e-07	13
FCGR2A	3864.74427103302	1.6071436894137e-07	19
FCGR2C	630.635054876496	1.60709125803425e-07	9
FCGR3A	1065.21384381821	1.60708996666413e-07	14
FCGR3B	1065.21384381821	1.60708996666413e-07	14
IL10	8784.21797821563	1.6077710649763e-07	60
IL4	1089.86017904526	1.60775969137445e-07	95
IRAK1	3542.03027093091	1.6067359512632e-07	58
IRAK4	16474.5515622869	1.60688105030887e-07	65
ITGAM	15380.6659779789	1.60711166195756e-07	23
ITGB2	27938.6884328604	1.60711966870192e-07	39
JAK1	23786.4277951055	1.60692520486288e-07	179
JAK2	63786.8959822077	1.60701248825475e-07	215
JUN	172462.270229684	1.60685213168217e-07	236
MAP3K7	49963.2906211622	1.60706620582436e-07	167
MAPK1	241842.648840716	1.60735138228201e-07	569
MAPK11	94702.4173586808	1.60727542866438e-07	238
MAPK12	94702.4173586808	1.60727542866438e-07	238
MAPK13	94702.4173586808	1.60727542866438e-07	238
MAPK14	94702.4173586808	1.60727542866438e-07	238
MAPK3	241842.648840716	1.60735138228201e-07	569
MYD88	11857.585709554	1.60667244640301e-07	100
NCF1	11719.5826681534	1.60685419726385e-07	21
NCF2	7158.74014591658	1.60685419726385e-07	16
NCF4	4574.52849145395	1.60685419726385e-07	10
NFKBIA	18227.7866819878	1.6065650674918e-07	123
NFKBIB	0	7.26723588502942e-08	53
NOS2	0	7.26723588502942e-08	27
PRKCB	138117.337984123	1.60749064922689e-07	186
PTGS2	19030.614809811	1.60684980790914e-07	12
PTPN6	25126.3746122045	1.60711269508138e-07	47
STAT1	45306.3614268983	1.6066776092123e-07	95
TAB1	11715.9289732444	1.60700009240251e-07	89
TAB2	12214.8223868217	1.60700009240251e-07	94
TGFB1	6658.78114503471	1.6063725441375e-07	53
TGFB2	9287.38146257185	1.6063725441375e-07	51
TGFB3	5340.07418713577	1.6063725441375e-07	46
TLR2	312.833206907378	1.60882977261765e-07	33
TLR4	14056.5129978398	1.60727749533448e-07	63
TRAF6	71603.9055547154	1.60713594071854e-07	154
