pathway.id	pathway.name	source	dest	subtype
hsa04740	Olfactory transduction	PRKACB	OR52W1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR56A4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR56A1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2AP1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10P1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10AD1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10A7	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4K14	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4L1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR11H6	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4D2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR7D4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR7G1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1M1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1I1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10H4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2M5	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2M3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2T12	inhibition
hsa04740	Olfactory transduction	PRKACB	OR14C36	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2T34	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2T10	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2T4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2T11	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10J5	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2AJ1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2B11	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10T2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6P1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10X1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10Z1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6K6	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6N1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR9A4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2Y1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR9A2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2A14	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6B1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2F2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR13C5	inhibition
hsa04740	Olfactory transduction	PRKACB	OR13C8	inhibition
hsa04740	Olfactory transduction	PRKACB	OR13C3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR13C4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR13F1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1L8	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1N2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1N1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR52B4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR52I2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR51E1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10A5	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2AG1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6B3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1Q1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR7D2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR56B4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR8U1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4C16	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4C11	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4S2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4C6	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5D14	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5L1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5D18	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5AS1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR8K5	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5T2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR8H1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR8K3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR8J1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5R1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5M3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5M8	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5M11	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5AR1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR8B12	inhibition
hsa04740	Olfactory transduction	PRKACB	OR8G5	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10G8	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10G9	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10S1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6T1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4D5	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6Q1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR9I1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR9Q1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR9Q2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1S2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1S1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10Q1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5B17	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5B21	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5A2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5A1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4D6	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4D11	inhibition
hsa04740	Olfactory transduction	PRKACB	OR52A1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6C74	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6C3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2T6	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1L4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR52B2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4C3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4S1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR51F1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1C1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1A2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2F1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2B6	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1J4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2M4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2L2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2K2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR7A17	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5L2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5K1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5H1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10J1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR8G2P	inhibition
hsa04740	Olfactory transduction	PRKACB	OR8B8	inhibition
hsa04740	Olfactory transduction	PRKACB	OR8G1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10A3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10D3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR12D2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR12D1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR11A1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10H3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10G3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10G2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10H2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10H1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR8B2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR7E24	inhibition
hsa04740	Olfactory transduction	PRKACB	OR7C2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR7A5	inhibition
hsa04740	Olfactory transduction	PRKACB	OR7C1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4F4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4F3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4E2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4E1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4D1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2W1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2V1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2T1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2J2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2H1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1L3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1L1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1J2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR51B5	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10AG1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5J2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4C13	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4C12	inhibition
hsa04740	Olfactory transduction	PRKACB	OR52Z1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR51V1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR8D1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR8D2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR8B4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR9G4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10A4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6C6	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4K3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4N4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2Z1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10H5	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2L13	inhibition
hsa04740	Olfactory transduction	PRKACB	OR14A16	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2V2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR13C9	inhibition
hsa04740	Olfactory transduction	PRKACB	OR13D1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR8D4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5F1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5AP2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR52L1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2AG2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR52B6	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2AT4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10A2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6C2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6C4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR8S1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6S1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6F1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR14K1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2W3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2T8	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2T3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10R2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2T29	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6V1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2A12	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2A1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1J1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1B1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR13H1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR56B1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR14A2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6B2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR52K1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR52I1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR51D1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR52A5	inhibition
hsa04740	Olfactory transduction	PRKACB	OR51B6	inhibition
hsa04740	Olfactory transduction	PRKACB	OR51M1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR51Q1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR51I1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR51I2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR52D1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR52H1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR52N4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR52N5	inhibition
hsa04740	Olfactory transduction	PRKACB	OR52N2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR52E6	inhibition
hsa04740	Olfactory transduction	PRKACB	OR52E8	inhibition
hsa04740	Olfactory transduction	PRKACB	OR52E4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR52E5	inhibition
hsa04740	Olfactory transduction	PRKACB	OR56A3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR56A5	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10A6	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4X1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5D13	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5D16	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5W2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR8H2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR8H3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5T3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5T1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR8K1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5M9	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5M10	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5M1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR9G1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5AK2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5B2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5B12	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5AN1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4D10	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4D9	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10V1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6X1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6M1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10G4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10G7	inhibition
hsa04740	Olfactory transduction	PRKACB	OR8B3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR8A1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6C1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6C75	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6C76	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6C70	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4N2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4K2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4Q2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4K13	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4K17	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4N5	inhibition
hsa04740	Olfactory transduction	PRKACB	OR11G2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR11H7	inhibition
hsa04740	Olfactory transduction	PRKACB	OR11H4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5AU1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4M2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4F6	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4F15	inhibition
hsa04740	Olfactory transduction	PRKACB	OR7G2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR7G3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR7A10	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10K2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10K1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6Y1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6K3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10J4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR11L1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2L8	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2AK2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2L3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2M2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2T33	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2M7	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2G6	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10AC1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2A25	inhibition
hsa04740	Olfactory transduction	PRKACB	OR13J1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR13C2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1L6	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5C1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1K1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2A5	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2A7	inhibition
hsa04740	Olfactory transduction	PRKACB	OR51H1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR51T1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR51A4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR51A2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2T2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2T5	inhibition
hsa04740	Olfactory transduction	PRKACB	OR14I1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5K2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2A42	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2T27	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2T35	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4A47	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4C45	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5H14	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5H15	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5K3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5K4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6C65	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6C68	inhibition
hsa04740	Olfactory transduction	PRKACB	OR11H12	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4F21	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5B3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR9K2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4Q3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4M1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10J3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2W5	inhibition
hsa04740	Olfactory transduction	PRKACB	OR13G1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1F12	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2B3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2J1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2J3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR14J1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10C1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2A2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1D2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1F1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2C1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR3A1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR3A2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR8U8	inhibition
hsa04740	Olfactory transduction	PRKACB	OR8U9	inhibition
hsa04740	Olfactory transduction	PRKACB	OR9G9	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2S2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1D4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4F29	inhibition
hsa04740	Olfactory transduction	PRKACB	OR13A1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5H6	inhibition
hsa04740	Olfactory transduction	PRKACB	OR52E1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5H2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4K5	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2H2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR51G1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR11H2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR51B4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR51B2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4C5	inhibition
hsa04740	Olfactory transduction	PRKACB	OR51J1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR52N1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5AL1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10G6	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4F5	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2A4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4K1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6J1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5AC2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR11H1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4F17	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4K15	inhibition
hsa04740	Olfactory transduction	PRKACB	OR8J3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR51G2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR51E2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4P4	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4C15	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4A5	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4A16	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4A15	inhibition
hsa04740	Olfactory transduction	PRKACB	OR10W1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2AE1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR4F16	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6N2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6K2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2T7	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2L5	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2G3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2G2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2C3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR5V1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR2B2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR12D3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1A1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1D5	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1E1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1E2	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1E3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR1G1	inhibition
hsa04740	Olfactory transduction	PRKACB	OR3A3	inhibition
hsa04740	Olfactory transduction	PRKACB	OR6A2	inhibition
hsa04740	Olfactory transduction	PRKACG	LOC102723532	inhibition
hsa04740	Olfactory transduction	PRKACG	LOC105369274	inhibition
hsa04740	Olfactory transduction	PRKACG	OR5I1	inhibition
hsa04740	Olfactory transduction	PRKACG	LOC107987545	inhibition
hsa04740	Olfactory transduction	PRKACG	LOC112268384	inhibition
hsa04740	Olfactory transduction	PRKACG	OR52E2	inhibition
hsa04740	Olfactory transduction	PRKACG	OR52J3	inhibition
hsa04740	Olfactory transduction	PRKACG	OR51L1	inhibition
hsa04740	Olfactory transduction	PRKACG	OR51A7	inhibition
hsa04740	Olfactory transduction	PRKACG	OR51S1	inhibition
hsa04740	Olfactory transduction	PRKACG	OR51F2	inhibition
hsa04740	Olfactory transduction	PRKACG	OR52R1	inhibition
hsa04740	Olfactory transduction	PRKACG	OR4C46	inhibition
hsa04740	Olfactory transduction	PRKACG	OR4X2	inhibition
hsa04740	Olfactory transduction	PRKACG	OR4B1	inhibition
hsa04740	Olfactory transduction	PRKACG	OR52M1	inhibition
hsa04740	Olfactory transduction	PRKACG	OR52K2	inhibition
hsa04740	Olfactory transduction	PRKACG	OR5P2	inhibition
hsa04740	Olfactory transduction	PRKACG	OR5P3	inhibition
hsa04740	Olfactory transduction	PRKACG	OR8I2	inhibition
hsa04740	Olfactory transduction	PRKACG	OR2D3	inhibition
hsa04740	Olfactory transduction	PRKACG	OR2D2	inhibition
hsa04740	Olfactory transduction	PRKACG	OR52W1	inhibition
hsa04740	Olfactory transduction	PRKACG	OR56A4	inhibition
hsa04740	Olfactory transduction	PRKACG	OR56A1	inhibition
hsa04740	Olfactory transduction	PRKACG	OR2AP1	inhibition
hsa04740	Olfactory transduction	PRKACG	OR10P1	inhibition
hsa04740	Olfactory transduction	PRKACG	OR10AD1	inhibition
hsa04740	Olfactory transduction	PRKACG	OR10A7	inhibition
hsa04740	Olfactory transduction	PRKACG	OR4K14	inhibition
hsa04740	Olfactory transduction	PRKACG	OR4L1	inhibition
hsa04740	Olfactory transduction	PRKACG	OR11H6	inhibition
hsa04740	Olfactory transduction	PRKACG	OR4D2	inhibition
hsa04740	Olfactory transduction	PRKACG	OR7D4	inhibition
hsa04740	Olfactory transduction	PRKACG	OR7G1	inhibition
hsa04740	Olfactory transduction	PRKACG	OR1M1	inhibition
hsa04740	Olfactory transduction	PRKACG	OR1I1	inhibition
hsa04740	Olfactory transduction	PRKACG	OR10H4	inhibition
hsa04740	Olfactory transduction	PRKACG	OR2M5	inhibition
hsa04740	Olfactory transduction	PRKACG	OR2M3	inhibition
hsa04740	Olfactory transduction	PRKACG	OR2T12	inhibition
hsa04740	Olfactory transduction	PRKACG	OR14C36	inhibition
hsa04740	Olfactory transduction	PRKACG	OR2T34	inhibition
hsa04740	Olfactory transduction	PRKACG	OR2T10	inhibition
hsa04740	Olfactory transduction	PRKACG	OR2T4	inhibition
hsa04740	Olfactory transduction	PRKACG	OR2T11	inhibition
hsa04740	Olfactory transduction	PRKACG	OR10J5	inhibition
hsa04740	Olfactory transduction	PRKACG	OR2AJ1	inhibition
hsa04740	Olfactory transduction	PRKACG	OR2B11	inhibition
hsa04740	Olfactory transduction	PRKACG	OR10T2	inhibition
