pathway.id	pathway.name	source	dest	subtype
hsa01521	EGFR tyrosine kinase inhibitor resistance	ERBB3	JAK1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	ERBB3	JAK2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	ERBB3	SRC	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	ERBB3	GAB1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	ERBB3	PLCG1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	ERBB3	PLCG2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	ERBB3	SHC2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	ERBB3	SHC4	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	ERBB3	SHC3	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	ERBB3	SHC1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	ERBB2	JAK1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	ERBB2	JAK2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	ERBB2	SRC	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	ERBB2	GAB1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	ERBB2	PLCG1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	ERBB2	PLCG2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	ERBB2	SHC2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	ERBB2	SHC4	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	ERBB2	SHC3	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	ERBB2	SHC1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	EGFR	JAK1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	EGFR	JAK2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	EGFR	SRC	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	EGFR	GAB1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	EGFR	PLCG1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	EGFR	PLCG2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	EGFR	SHC2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	EGFR	SHC4	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	EGFR	SHC3	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	EGFR	SHC1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	EIF4EBP1	EIF4E	inhibition
hsa01521	EGFR tyrosine kinase inhibitor resistance	EIF4EBP1	EIF4E1B	inhibition
hsa01521	EGFR tyrosine kinase inhibitor resistance	EIF4EBP1	EIF4E2	inhibition
hsa01521	EGFR tyrosine kinase inhibitor resistance	RPS6KB1	RPS6	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	RPS6KB2	RPS6	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	MTOR	RPS6KB1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	MTOR	RPS6KB2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	MTOR	EIF4EBP1	inhibition
hsa01521	EGFR tyrosine kinase inhibitor resistance	GAB1	PIK3CA	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	GAB1	PIK3CB	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	GAB1	PIK3CD	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	GAB1	PIK3R1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	GAB1	PIK3R2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	GAB1	PIK3R3	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	TGFA	EGFR	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	TGFA	ERBB2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	TGFA	ERBB3	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	SOS1	HRAS	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	SOS1	KRAS	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	SOS1	NRAS	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	SOS2	HRAS	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	SOS2	KRAS	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	SOS2	NRAS	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	GRB2	SOS1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	GRB2	SOS2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	SHC2	GRB2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	SHC4	GRB2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	SHC3	GRB2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	SHC1	GRB2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PRKCA	ARAF	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PRKCA	RAF1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PRKCA	BRAF	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PRKCB	ARAF	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PRKCB	RAF1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PRKCB	BRAF	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PRKCG	ARAF	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PRKCG	RAF1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PRKCG	BRAF	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	AKT3	MTOR	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	AKT3	BAD	inhibition
hsa01521	EGFR tyrosine kinase inhibitor resistance	AKT3	GSK3B	inhibition
hsa01521	EGFR tyrosine kinase inhibitor resistance	AKT3	FOXO3	inhibition
hsa01521	EGFR tyrosine kinase inhibitor resistance	AKT1	MTOR	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	AKT1	BAD	inhibition
hsa01521	EGFR tyrosine kinase inhibitor resistance	AKT1	GSK3B	inhibition
hsa01521	EGFR tyrosine kinase inhibitor resistance	AKT1	FOXO3	inhibition
hsa01521	EGFR tyrosine kinase inhibitor resistance	AKT2	MTOR	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	AKT2	BAD	inhibition
hsa01521	EGFR tyrosine kinase inhibitor resistance	AKT2	GSK3B	inhibition
hsa01521	EGFR tyrosine kinase inhibitor resistance	AKT2	FOXO3	inhibition
hsa01521	EGFR tyrosine kinase inhibitor resistance	EGF	EGFR	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	EGF	ERBB2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	EGF	ERBB3	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	MAPK1	BCL2L11	inhibition
hsa01521	EGFR tyrosine kinase inhibitor resistance	MAPK3	BCL2L11	inhibition
hsa01521	EGFR tyrosine kinase inhibitor resistance	MAP2K1	MAPK1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	MAP2K1	MAPK3	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	MAP2K2	MAPK1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	MAP2K2	MAPK3	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	ARAF	MAP2K1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	ARAF	MAP2K2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	RAF1	MAP2K1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	RAF1	MAP2K2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	BRAF	MAP2K1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	BRAF	MAP2K2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	HRAS	ARAF	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	HRAS	RAF1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	HRAS	BRAF	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	KRAS	ARAF	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	KRAS	RAF1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	KRAS	BRAF	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	NRAS	ARAF	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	NRAS	RAF1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	NRAS	BRAF	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	NF1	HRAS	inhibition
hsa01521	EGFR tyrosine kinase inhibitor resistance	NF1	KRAS	inhibition
hsa01521	EGFR tyrosine kinase inhibitor resistance	NF1	NRAS	inhibition
hsa01521	EGFR tyrosine kinase inhibitor resistance	MET	ERBB3	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	MET	JAK1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	MET	JAK2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	MET	SRC	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	MET	GAB1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	MET	PLCG1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	MET	PLCG2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	MET	SHC2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	MET	SHC4	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	MET	SHC3	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	MET	SHC1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	IGF1R	JAK1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	IGF1R	JAK2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	IGF1R	SRC	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	IGF1R	GAB1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	IGF1R	PLCG1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	IGF1R	PLCG2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	IGF1R	SHC2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	IGF1R	SHC4	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	IGF1R	SHC3	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	IGF1R	SHC1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PDGFRA	JAK1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PDGFRA	JAK2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PDGFRA	SRC	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PDGFRA	GAB1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PDGFRA	PLCG1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PDGFRA	PLCG2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PDGFRA	SHC2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PDGFRA	SHC4	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PDGFRA	SHC3	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PDGFRA	SHC1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PDGFRB	JAK1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PDGFRB	JAK2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PDGFRB	SRC	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PDGFRB	GAB1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PDGFRB	PLCG1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PDGFRB	PLCG2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PDGFRB	SHC2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PDGFRB	SHC4	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PDGFRB	SHC3	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PDGFRB	SHC1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	KDR	JAK1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	KDR	JAK2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	KDR	SRC	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	KDR	GAB1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	KDR	PLCG1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	KDR	PLCG2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	KDR	SHC2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	KDR	SHC4	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	KDR	SHC3	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	KDR	SHC1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	HGF	MET	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	HGF	ERBB3	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	FGFR3	JAK1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	FGFR3	JAK2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	FGFR3	SRC	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	FGFR3	GAB1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	FGFR3	PLCG1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	FGFR3	PLCG2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	FGFR3	SHC2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	FGFR3	SHC4	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	FGFR3	SHC3	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	FGFR3	SHC1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	FGFR2	JAK1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	FGFR2	JAK2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	FGFR2	SRC	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	FGFR2	GAB1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	FGFR2	PLCG1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	FGFR2	PLCG2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	FGFR2	SHC2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	FGFR2	SHC4	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	FGFR2	SHC3	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	FGFR2	SHC1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	JAK1	STAT3	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	JAK2	STAT3	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	BCL2	BAX	inhibition
hsa01521	EGFR tyrosine kinase inhibitor resistance	BCL2L1	BAX	inhibition
hsa01521	EGFR tyrosine kinase inhibitor resistance	BCL2L11	BAX	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	BCL2L11	BCL2L1	inhibition
hsa01521	EGFR tyrosine kinase inhibitor resistance	BCL2L11	BCL2	inhibition
hsa01521	EGFR tyrosine kinase inhibitor resistance	IGF1	IGF1R	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	VEGFA	KDR	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PDGFA	PDGFRA	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PDGFA	PDGFRB	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PDGFB	PDGFRA	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PDGFB	PDGFRB	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PDGFC	PDGFRA	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PDGFC	PDGFRB	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PDGFD	PDGFRA	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	PDGFD	PDGFRB	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	FGF2	FGFR3	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	FGF2	FGFR2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	SRC	STAT3	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	GAS6	AXL	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	AXL	JAK1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	AXL	JAK2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	AXL	SRC	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	AXL	GAB1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	AXL	PLCG1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	AXL	PLCG2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	AXL	SHC2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	AXL	SHC4	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	AXL	SHC3	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	AXL	SHC1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	IL6	IL6R	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	IL6R	JAK1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	IL6R	JAK2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	IL6R	SRC	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	IL6R	GAB1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	IL6R	PLCG1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	IL6R	PLCG2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	IL6R	SHC2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	IL6R	SHC4	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	IL6R	SHC3	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	IL6R	SHC1	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	NRG1	EGFR	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	NRG1	ERBB3	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	NRG1	ERBB2	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	NRG2	EGFR	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	NRG2	ERBB3	activation
hsa01521	EGFR tyrosine kinase inhibitor resistance	NRG2	ERBB2	activation
hsa01522	Endocrine resistance	GPER1	GNAS	activation
hsa01522	Endocrine resistance	SRC	MMP2	activation
hsa01522	Endocrine resistance	SRC	MMP9	activation
hsa01522	Endocrine resistance	SRC	ESR1	activation
hsa01522	Endocrine resistance	SRC	ESR2	activation
hsa01522	Endocrine resistance	SRC	CARM1	activation
hsa01522	Endocrine resistance	SRC	MED1	activation
hsa01522	Endocrine resistance	SRC	NCOA3	activation
hsa01522	Endocrine resistance	SRC	FOS	activation
hsa01522	Endocrine resistance	SRC	JUN	activation
hsa01522	Endocrine resistance	SRC	SP1	activation
hsa01522	Endocrine resistance	MMP2	HBEGF	activation
hsa01522	Endocrine resistance	MMP9	HBEGF	activation
hsa01522	Endocrine resistance	HBEGF	HBEGF	activation
hsa01522	Endocrine resistance	HBEGF	EGFR	activation
hsa01522	Endocrine resistance	EGFR	SHC2	activation
hsa01522	Endocrine resistance	EGFR	SHC4	activation
hsa01522	Endocrine resistance	EGFR	SHC3	activation
hsa01522	Endocrine resistance	EGFR	SHC1	activation
hsa01522	Endocrine resistance	EGFR	PIK3CA	activation
hsa01522	Endocrine resistance	EGFR	PIK3CB	activation
hsa01522	Endocrine resistance	EGFR	PIK3CD	activation
hsa01522	Endocrine resistance	EGFR	PIK3R1	activation
hsa01522	Endocrine resistance	EGFR	PIK3R2	activation
hsa01522	Endocrine resistance	EGFR	PIK3R3	activation
hsa01522	Endocrine resistance	PRKACA	ARAF	inhibition
hsa01522	Endocrine resistance	PRKACA	RAF1	inhibition
hsa01522	Endocrine resistance	PRKACA	BRAF	inhibition
hsa01522	Endocrine resistance	PRKACA	ESR1	activation
hsa01522	Endocrine resistance	PRKACA	ESR2	activation
hsa01522	Endocrine resistance	PRKACA	CARM1	activation
hsa01522	Endocrine resistance	PRKACA	MED1	activation
hsa01522	Endocrine resistance	PRKACA	NCOA3	activation
hsa01522	Endocrine resistance	PRKACA	FOS	activation
hsa01522	Endocrine resistance	PRKACA	JUN	activation
hsa01522	Endocrine resistance	PRKACA	SP1	activation
hsa01522	Endocrine resistance	PRKACA	RPS6KB1	activation
hsa01522	Endocrine resistance	PRKACA	RPS6KB2	activation
hsa01522	Endocrine resistance	PRKACB	ARAF	inhibition
hsa01522	Endocrine resistance	PRKACB	RAF1	inhibition
hsa01522	Endocrine resistance	PRKACB	BRAF	inhibition
hsa01522	Endocrine resistance	PRKACB	ESR1	activation
hsa01522	Endocrine resistance	PRKACB	ESR2	activation
hsa01522	Endocrine resistance	PRKACB	CARM1	activation
hsa01522	Endocrine resistance	PRKACB	MED1	activation
hsa01522	Endocrine resistance	PRKACB	NCOA3	activation
hsa01522	Endocrine resistance	PRKACB	FOS	activation
hsa01522	Endocrine resistance	PRKACB	JUN	activation
hsa01522	Endocrine resistance	PRKACB	SP1	activation
hsa01522	Endocrine resistance	PRKACB	RPS6KB1	activation
hsa01522	Endocrine resistance	PRKACB	RPS6KB2	activation
hsa01522	Endocrine resistance	PRKACG	ARAF	inhibition
hsa01522	Endocrine resistance	PRKACG	RAF1	inhibition
hsa01522	Endocrine resistance	PRKACG	BRAF	inhibition
hsa01522	Endocrine resistance	PRKACG	ESR1	activation
hsa01522	Endocrine resistance	PRKACG	ESR2	activation
hsa01522	Endocrine resistance	PRKACG	CARM1	activation
hsa01522	Endocrine resistance	PRKACG	MED1	activation
hsa01522	Endocrine resistance	PRKACG	NCOA3	activation
hsa01522	Endocrine resistance	PRKACG	FOS	activation
hsa01522	Endocrine resistance	PRKACG	JUN	activation
hsa01522	Endocrine resistance	PRKACG	SP1	activation
hsa01522	Endocrine resistance	PRKACG	RPS6KB1	activation
hsa01522	Endocrine resistance	PRKACG	RPS6KB2	activation
hsa01522	Endocrine resistance	HRAS	ARAF	activation
hsa01522	Endocrine resistance	HRAS	RAF1	activation
hsa01522	Endocrine resistance	HRAS	BRAF	activation
hsa01522	Endocrine resistance	KRAS	ARAF	activation
hsa01522	Endocrine resistance	KRAS	RAF1	activation
hsa01522	Endocrine resistance	KRAS	BRAF	activation
hsa01522	Endocrine resistance	NRAS	ARAF	activation
hsa01522	Endocrine resistance	NRAS	RAF1	activation
hsa01522	Endocrine resistance	NRAS	BRAF	activation
hsa01522	Endocrine resistance	ARAF	MAP2K1	activation
hsa01522	Endocrine resistance	ARAF	MAP2K2	activation
hsa01522	Endocrine resistance	RAF1	MAP2K1	activation
hsa01522	Endocrine resistance	RAF1	MAP2K2	activation
hsa01522	Endocrine resistance	BRAF	MAP2K1	activation
hsa01522	Endocrine resistance	BRAF	MAP2K2	activation
hsa01522	Endocrine resistance	MAP2K1	MAPK1	activation
hsa01522	Endocrine resistance	MAP2K1	MAPK3	activation
hsa01522	Endocrine resistance	MAP2K2	MAPK1	activation
hsa01522	Endocrine resistance	MAP2K2	MAPK3	activation
hsa01522	Endocrine resistance	MAPK1	JUN	activation
hsa01522	Endocrine resistance	MAPK1	FOS	activation
hsa01522	Endocrine resistance	MAPK3	JUN	activation
hsa01522	Endocrine resistance	MAPK3	FOS	activation
hsa01522	Endocrine resistance	SHC2	GRB2	activation
hsa01522	Endocrine resistance	SHC4	GRB2	activation
hsa01522	Endocrine resistance	SHC3	GRB2	activation
hsa01522	Endocrine resistance	SHC1	GRB2	activation
hsa01522	Endocrine resistance	GRB2	SOS1	activation
hsa01522	Endocrine resistance	GRB2	SOS2	activation
hsa01522	Endocrine resistance	SOS1	HRAS	activation
hsa01522	Endocrine resistance	SOS1	KRAS	activation
hsa01522	Endocrine resistance	SOS1	NRAS	activation
hsa01522	Endocrine resistance	SOS2	HRAS	activation
hsa01522	Endocrine resistance	SOS2	KRAS	activation
hsa01522	Endocrine resistance	SOS2	NRAS	activation
hsa01522	Endocrine resistance	GNAS	SRC	activation
hsa01522	Endocrine resistance	GNAS	ADCY1	activation
hsa01522	Endocrine resistance	GNAS	ADCY2	activation
hsa01522	Endocrine resistance	GNAS	ADCY3	activation
hsa01522	Endocrine resistance	GNAS	ADCY5	activation
hsa01522	Endocrine resistance	GNAS	ADCY6	activation
hsa01522	Endocrine resistance	GNAS	ADCY7	activation
hsa01522	Endocrine resistance	GNAS	ADCY8	activation
hsa01522	Endocrine resistance	GNAS	ADCY9	activation
hsa01522	Endocrine resistance	GNAS	ADCY4	activation
hsa01522	Endocrine resistance	PIK3CA	AKT3	activation
hsa01522	Endocrine resistance	PIK3CA	AKT1	activation
hsa01522	Endocrine resistance	PIK3CA	AKT2	activation
hsa01522	Endocrine resistance	PIK3CB	AKT3	activation
hsa01522	Endocrine resistance	PIK3CB	AKT1	activation
hsa01522	Endocrine resistance	PIK3CB	AKT2	activation
hsa01522	Endocrine resistance	PIK3CD	AKT3	activation
hsa01522	Endocrine resistance	PIK3CD	AKT1	activation
hsa01522	Endocrine resistance	PIK3CD	AKT2	activation
hsa01522	Endocrine resistance	PIK3R1	AKT3	activation
hsa01522	Endocrine resistance	PIK3R1	AKT1	activation
hsa01522	Endocrine resistance	PIK3R1	AKT2	activation
hsa01522	Endocrine resistance	PIK3R2	AKT3	activation
hsa01522	Endocrine resistance	PIK3R2	AKT1	activation
hsa01522	Endocrine resistance	PIK3R2	AKT2	activation
hsa01522	Endocrine resistance	PIK3R3	AKT3	activation
hsa01522	Endocrine resistance	PIK3R3	AKT1	activation
hsa01522	Endocrine resistance	PIK3R3	AKT2	activation
hsa01522	Endocrine resistance	AKT3	MTOR	activation
hsa01522	Endocrine resistance	AKT1	MTOR	activation
hsa01522	Endocrine resistance	AKT2	MTOR	activation
hsa01522	Endocrine resistance	MAPK14	ESR1	activation
hsa01522	Endocrine resistance	MAPK14	ESR2	activation
hsa01522	Endocrine resistance	MAPK14	CARM1	activation
hsa01522	Endocrine resistance	MAPK14	MED1	activation
hsa01522	Endocrine resistance	MAPK14	NCOA3	activation
hsa01522	Endocrine resistance	MAPK14	FOS	activation
hsa01522	Endocrine resistance	MAPK14	JUN	activation
hsa01522	Endocrine resistance	MAPK14	SP1	activation
hsa01522	Endocrine resistance	MAPK11	ESR1	activation
hsa01522	Endocrine resistance	MAPK11	ESR2	activation
hsa01522	Endocrine resistance	MAPK11	CARM1	activation
hsa01522	Endocrine resistance	MAPK11	MED1	activation
hsa01522	Endocrine resistance	MAPK11	NCOA3	activation
hsa01522	Endocrine resistance	MAPK11	FOS	activation
hsa01522	Endocrine resistance	MAPK11	JUN	activation
hsa01522	Endocrine resistance	MAPK11	SP1	activation
hsa01522	Endocrine resistance	MAPK13	ESR1	activation
hsa01522	Endocrine resistance	MAPK13	ESR2	activation
hsa01522	Endocrine resistance	MAPK13	CARM1	activation
hsa01522	Endocrine resistance	MAPK13	MED1	activation
hsa01522	Endocrine resistance	MAPK13	NCOA3	activation
hsa01522	Endocrine resistance	MAPK13	FOS	activation
hsa01522	Endocrine resistance	MAPK13	JUN	activation
hsa01522	Endocrine resistance	MAPK13	SP1	activation
hsa01522	Endocrine resistance	MAPK12	ESR1	activation
hsa01522	Endocrine resistance	MAPK12	ESR2	activation
hsa01522	Endocrine resistance	MAPK12	CARM1	activation
hsa01522	Endocrine resistance	MAPK12	MED1	activation
hsa01522	Endocrine resistance	MAPK12	NCOA3	activation
