ADCY1	178996.375489051	1.6073741180941e-07	284
ADCY10	0	7.26723588502942e-08	47
ADCY2	113376.047647849	1.6073741180941e-07	264
ADCY3	130231.590131059	1.6073741180941e-07	286
ADCY4	113095.084080576	1.6073741180941e-07	263
ADCY5	214927.183790843	1.6073741180941e-07	342
ADCY6	112759.648357778	1.6073741180941e-07	267
ADCY7	113095.084080576	1.6073741180941e-07	263
ADCY8	116709.067963299	1.6073741180941e-07	277
ADCY9	113969.753246919	1.6073741180941e-07	271
ADCYAP1	0	1.60751364738899e-07	21
ADCYAP1R1	5954.68199306785	1.60702720857767e-07	36
CACNA1C	0	7.26723588502942e-08	94
CACNA1D	0	7.26723588502942e-08	94
CACNA1G	0	7.26723588502942e-08	6
CACNA1H	0	7.26723588502942e-08	6
CACNA1I	0	7.26723588502942e-08	6
CALM1	16123.3326667736	1.60724546254515e-07	233
CALM2	16123.3326667736	1.60724546254515e-07	233
CALM3	16123.3326667736	1.60724546254515e-07	233
CALML3	16123.3326667736	1.60724546254515e-07	233
CALML4	16123.3326667736	1.60724546254515e-07	233
CALML5	16123.3326667736	1.60724546254515e-07	233
CALML6	16123.3326667736	1.60724546254515e-07	233
CAMK2A	41689.2161584536	1.6074281182257e-07	234
CAMK2B	41689.2161584536	1.6074281182257e-07	234
CAMK2D	41689.2161584536	1.6074281182257e-07	234
CAMK2G	41689.2161584536	1.6074281182257e-07	234
CREB1	8043.87612205063	1.6062172171066e-07	130
GNAI1	83522.7143553749	1.60745266493951e-07	484
GNAI2	83522.7143553749	1.60745266493951e-07	484
GNAI3	83522.7143553749	1.60745266493951e-07	484
GNAO1	86051.8556519927	1.60739762966716e-07	236
GNAQ	118590.871875431	1.6069977682015e-07	386
GNAS	133373.422184395	1.60716977723663e-07	483
GNB1	285992.756629106	1.60744698037066e-07	658
GNB2	6288.94280604121	1.60744465487681e-07	245
GNB3	10224.9389675403	1.60744698037066e-07	252
GNB4	6288.94280604121	1.60744465487681e-07	245
GNB5	6288.94280604121	1.60744465487681e-07	245
GNG10	6288.94280604121	1.60744465487681e-07	245
GNG11	6288.94280604121	1.60744465487681e-07	245
GNG12	21918.6236659794	1.60745059781891e-07	262
GNG13	281717.559267641	1.60744698037066e-07	660
GNG2	6288.94280604121	1.60744465487681e-07	245
GNG3	6288.94280604121	1.60744465487681e-07	245
GNG4	6288.94280604121	1.60744465487681e-07	245
GNG5	6288.94280604121	1.60744465487681e-07	245
GNG7	276153.16279155	1.60744465487681e-07	653
GNG8	6288.94280604121	1.60744465487681e-07	245
GNGT1	14858.9396740535	1.60744698037066e-07	250
GNGT2	6288.94280604121	1.60744465487681e-07	245
GRIA1	4368.23359049872	1.60661669017682e-07	27
GRIA2	4368.23359049872	1.60661669017682e-07	27
GRIA3	2913.26457564068	1.60661669017682e-07	20
GRIA4	106.530974413609	7.28687440816917e-08	19
GRIN1	691.725128752863	7.27704322090665e-08	25
GRIN2A	2290.78343312346	7.27704322090665e-08	32
GRIN2B	2318.83149983694	7.27704322090665e-08	33
GRIN2C	663.677062039387	7.27704322090665e-08	24
GRIN2D	663.677062039387	7.27704322090665e-08	24
KCNJ3	1.40786711531322	7.26919523684528e-08	158
KCNJ5	0	7.26723588502942e-08	115
KCNJ6	0	7.26723588502942e-08	157
KCNJ9	0	7.26723588502942e-08	115
MAPK1	241842.648840716	1.60735138228201e-07	569
MAPK3	241842.648840716	1.60735138228201e-07	569
MTNR1A	0	1.60796857772124e-07	20
MTNR1B	0	1.60801046493211e-07	21
NOS1	0	7.26723588502942e-08	21
PLCB1	33857.4095102204	1.60711114539615e-07	272
PLCB2	34641.1033142312	1.60711114539615e-07	275
PLCB3	33857.4095102204	1.60711114539615e-07	272
PLCB4	33857.4095102204	1.60711114539615e-07	272
PRKACA	455256.981103448	1.6078791222202e-07	1027
PRKACB	455256.981103448	1.6078791222202e-07	1027
PRKACG	455256.981103448	1.6078791222202e-07	1027
PRKG1	0	1.61392859108392e-07	83
PRKG2	0	1.61392702822613e-07	70
RASD1	0	1.60841522847538e-07	24
RPS6KA5	45786.4612716968	1.60577049685751e-07	59
